"TIME","GEO","UNIT","ISCEDF13","ISCED11","SEX","Value","Flag and Footnotes"
"2013","North Macedonia","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","North Macedonia","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","North Macedonia","Number","Total","Master's or equivalent level","Total","3,550",""
"2013","North Macedonia","Number","Total","Master's or equivalent level - academic","Total","3,212",""
"2013","North Macedonia","Number","Total","Master's or equivalent level - professional","Total","338",""
"2013","North Macedonia","Number","Total","Doctoral or equivalent level","Total","226",""
"2013","Luxembourg","Number","Total","Bachelor's or equivalent level","Total","3,435",""
"2013","Luxembourg","Number","Total","Bachelor's or equivalent level - academic","Total","1,890",""
"2013","Luxembourg","Number","Total","Bachelor's or equivalent level - professional","Total","1,545",""
"2013","Luxembourg","Number","Total","Master's or equivalent level","Total","2,394",""
"2013","Luxembourg","Number","Total","Master's or equivalent level - academic","Total","704",""
"2013","Luxembourg","Number","Total","Master's or equivalent level - professional","Total","1,690",""
"2013","Luxembourg","Number","Total","Doctoral or equivalent level","Total","459",""
"2013","Liechtenstein","Number","Total","Bachelor's or equivalent level","Total","528",""
"2013","Liechtenstein","Number","Total","Bachelor's or equivalent level - academic","Total","528",""
"2013","Liechtenstein","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2013","Liechtenstein","Number","Total","Master's or equivalent level","Total","234",""
"2013","Liechtenstein","Number","Total","Master's or equivalent level - academic","Total","234",""
"2013","Liechtenstein","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2013","Liechtenstein","Number","Total","Doctoral or equivalent level","Total","83",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level","Total","11,903,589",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level","Total","5,502,896",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","European Union - 28 countries (2013-2020)","Number","Total","Doctoral or equivalent level","Total","735,683",""
"2013","United Kingdom","Number","Total","Bachelor's or equivalent level","Total","1,526,720",""
"2013","United Kingdom","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","United Kingdom","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","United Kingdom","Number","Total","Master's or equivalent level","Total","423,592",""
"2013","United Kingdom","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","United Kingdom","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","United Kingdom","Number","Total","Doctoral or equivalent level","Total","109,058",""
"2013","Montenegro","Number","Total","Bachelor's or equivalent level","Total",":",""
"2013","Montenegro","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","Montenegro","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","Montenegro","Number","Total","Master's or equivalent level","Total",":",""
"2013","Montenegro","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","Montenegro","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","Montenegro","Number","Total","Doctoral or equivalent level","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Master's or equivalent level","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - academic","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - professional","Total",":",""
"2013","Bosnia and Herzegovina","Number","Total","Doctoral or equivalent level","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level","Total","10,459,204",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level","Total","5,004,972",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","European Union - 27 countries (from 2020)","Number","Total","Doctoral or equivalent level","Total","627,061",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level","Total","1,734,827",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - academic","Total","1,543,286",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - professional","Total","191,541",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level","Total","962,201",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - academic","Total","962,201",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Germany (until 1990 former territory of the FRG)","Number","Total","Doctoral or equivalent level","Total","214,700",""
"2014","France","Number","Total","Bachelor's or equivalent level","Total","961,447",""
"2014","France","Number","Total","Bachelor's or equivalent level - academic","Total","684,742",""
"2014","France","Number","Total","Bachelor's or equivalent level - professional","Total","276,705",""
"2014","France","Number","Total","Master's or equivalent level","Total","854,784",""
"2014","France","Number","Total","Master's or equivalent level - academic","Total","207,800",""
"2014","France","Number","Total","Master's or equivalent level - professional","Total","646,984",""
"2014","France","Number","Total","Doctoral or equivalent level","Total","68,938",""
"2014","Italy","Number","Total","Bachelor's or equivalent level","Total","1,090,764",""
"2014","Italy","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2014","Italy","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Italy","Number","Total","Master's or equivalent level","Total","724,883",""
"2014","Italy","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2014","Italy","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Italy","Number","Total","Doctoral or equivalent level","Total","33,512",""
"2014","Türkiye","Number","Total","Bachelor's or equivalent level","Total","3,288,079",""
"2014","Türkiye","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Türkiye","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Türkiye","Number","Total","Master's or equivalent level","Total","355,793",""
"2014","Türkiye","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Türkiye","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Türkiye","Number","Total","Doctoral or equivalent level","Total","67,157",""
"2014","Poland","Number","Total","Bachelor's or equivalent level","Total","1,172,637",""
"2014","Poland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Poland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Poland","Number","Total","Master's or equivalent level","Total","540,868",""
"2014","Poland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Poland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Poland","Number","Total","Doctoral or equivalent level","Total","43,358",""
"2014","Spain","Number","Total","Bachelor's or equivalent level","Total","1,180,345",""
"2014","Spain","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Spain","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Spain","Number","Total","Master's or equivalent level","Total","411,451",""
"2014","Spain","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Spain","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Spain","Number","Total","Doctoral or equivalent level","Total","24,317",""
"2014","Netherlands","Number","Total","Bachelor's or equivalent level","Total","579,124",""
"2014","Netherlands","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Netherlands","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Netherlands","Number","Total","Master's or equivalent level","Total","102,923",""
"2014","Netherlands","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Netherlands","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Netherlands","Number","Total","Doctoral or equivalent level","Total","13,849",""
"2014","Romania","Number","Total","Bachelor's or equivalent level","Total","377,136",""
"2014","Romania","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Romania","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Romania","Number","Total","Master's or equivalent level","Total","181,578",""
"2014","Romania","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Romania","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Romania","Number","Total","Doctoral or equivalent level","Total","19,992",""
"2014","Sweden","Number","Total","Bachelor's or equivalent level","Total","247,169",""
"2014","Sweden","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2014","Sweden","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Sweden","Number","Total","Master's or equivalent level","Total","135,220",""
"2014","Sweden","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2014","Sweden","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Sweden","Number","Total","Doctoral or equivalent level","Total","21,590",""
"2014","Austria","Number","Total","Bachelor's or equivalent level","Total","179,406",""
"2014","Austria","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","Austria","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","Austria","Number","Total","Master's or equivalent level","Total","139,697",""
"2014","Austria","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","Austria","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","Austria","Number","Total","Doctoral or equivalent level","Total","24,579",""
"2014","Portugal","Number","Total","Bachelor's or equivalent level","Total","220,859",""
"2014","Portugal","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Portugal","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Portugal","Number","Total","Master's or equivalent level","Total","121,096",""
"2014","Portugal","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Portugal","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Portugal","Number","Total","Doctoral or equivalent level","Total","20,245",""
"2014","Belgium","Number","Total","Bachelor's or equivalent level","Total","362,780",""
"2014","Belgium","Number","Total","Bachelor's or equivalent level - academic","Total","135,242",""
"2014","Belgium","Number","Total","Bachelor's or equivalent level - professional","Total","227,538",""
"2014","Belgium","Number","Total","Master's or equivalent level","Total","92,959",""
"2014","Belgium","Number","Total","Master's or equivalent level - academic","Total","92,959",""
"2014","Belgium","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Belgium","Number","Total","Doctoral or equivalent level","Total","15,604",""
"2014","Czechia","Number","Total","Bachelor's or equivalent level","Total","256,329",""
"2014","Czechia","Number","Total","Bachelor's or equivalent level - academic","Total","227,997",""
"2014","Czechia","Number","Total","Bachelor's or equivalent level - professional","Total","28,332",""
"2014","Czechia","Number","Total","Master's or equivalent level","Total","136,207",""
"2014","Czechia","Number","Total","Master's or equivalent level - academic","Total","136,207",""
"2014","Czechia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Czechia","Number","Total","Doctoral or equivalent level","Total","25,090",""
"2014","Greece","Number","Total","Bachelor's or equivalent level","Total","598,990",""
"2014","Greece","Number","Total","Bachelor's or equivalent level - academic","Total","385,893",""
"2014","Greece","Number","Total","Bachelor's or equivalent level - professional","Total","213,097",""
"2014","Greece","Number","Total","Master's or equivalent level","Total","54,558",""
"2014","Greece","Number","Total","Master's or equivalent level - academic","Total","52,489",""
"2014","Greece","Number","Total","Master's or equivalent level - professional","Total","2,069",""
"2014","Greece","Number","Total","Doctoral or equivalent level","Total","23,881",""
"2014","Norway","Number","Total","Bachelor's or equivalent level","Total","186,971",""
"2014","Norway","Number","Total","Bachelor's or equivalent level - academic","Total","186,971",""
"2014","Norway","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Norway","Number","Total","Master's or equivalent level","Total","60,151",""
"2014","Norway","Number","Total","Master's or equivalent level - academic","Total","60,151",""
"2014","Norway","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Norway","Number","Total","Doctoral or equivalent level","Total","7,327",""
"2014","Hungary","Number","Total","Bachelor's or equivalent level","Total","228,535",""
"2014","Hungary","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Hungary","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Hungary","Number","Total","Master's or equivalent level","Total","73,473",""
"2014","Hungary","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Hungary","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Hungary","Number","Total","Doctoral or equivalent level","Total","7,347",""
"2014","Switzerland","Number","Total","Bachelor's or equivalent level","Total","193,575",""
"2014","Switzerland","Number","Total","Bachelor's or equivalent level - academic","Total","146,377",""
"2014","Switzerland","Number","Total","Bachelor's or equivalent level - professional","Total","47,198",""
"2014","Switzerland","Number","Total","Master's or equivalent level","Total","63,315",""
"2014","Switzerland","Number","Total","Master's or equivalent level - academic","Total","59,840",""
"2014","Switzerland","Number","Total","Master's or equivalent level - professional","Total","3,475",""
"2014","Switzerland","Number","Total","Doctoral or equivalent level","Total","23,237",""
"2014","Finland","Number","Total","Bachelor's or equivalent level","Total","223,519",""
"2014","Finland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Finland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Finland","Number","Total","Master's or equivalent level","Total","62,257",""
"2014","Finland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Finland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Finland","Number","Total","Doctoral or equivalent level","Total","20,283",""
"2014","Bulgaria","Number","Total","Bachelor's or equivalent level","Total","191,416",""
"2014","Bulgaria","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2014","Bulgaria","Number","Total","Bachelor's or equivalent level - professional","Total","15,072",""
"2014","Bulgaria","Number","Total","Master's or equivalent level","Total","85,823",""
"2014","Bulgaria","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2014","Bulgaria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Bulgaria","Number","Total","Doctoral or equivalent level","Total","6,055",""
"2014","Denmark","Number","Total","Bachelor's or equivalent level","Total","187,902",""
"2014","Denmark","Number","Total","Bachelor's or equivalent level - academic","Total","82,212",""
"2014","Denmark","Number","Total","Bachelor's or equivalent level - professional","Total","105,690",""
"2014","Denmark","Number","Total","Master's or equivalent level","Total","70,168",""
"2014","Denmark","Number","Total","Master's or equivalent level - academic","Total","66,806",""
"2014","Denmark","Number","Total","Master's or equivalent level - professional","Total","3,362",""
"2014","Denmark","Number","Total","Doctoral or equivalent level","Total","9,869",""
"2014","Croatia","Number","Total","Bachelor's or equivalent level","Total","102,375","d"
"2014","Croatia","Number","Total","Bachelor's or equivalent level - academic","Total","58,254",""
"2014","Croatia","Number","Total","Bachelor's or equivalent level - professional","Total","44,914",""
"2014","Croatia","Number","Total","Master's or equivalent level","Total","59,567",""
"2014","Croatia","Number","Total","Master's or equivalent level - academic","Total","52,360",""
"2014","Croatia","Number","Total","Master's or equivalent level - professional","Total","7,207",""
"2014","Croatia","Number","Total","Doctoral or equivalent level","Total","3,219",""
"2014","Slovakia","Number","Total","Bachelor's or equivalent level","Total","113,149",""
"2014","Slovakia","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Slovakia","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Slovakia","Number","Total","Master's or equivalent level","Total","71,720",""
"2014","Slovakia","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Slovakia","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Slovakia","Number","Total","Doctoral or equivalent level","Total","10,009",""
"2014","Serbia","Number","Total","Bachelor's or equivalent level","Total","200,658",""
"2014","Serbia","Number","Total","Bachelor's or equivalent level - academic","Total","148,972",""
"2014","Serbia","Number","Total","Bachelor's or equivalent level - professional","Total","51,686",""
"2014","Serbia","Number","Total","Master's or equivalent level","Total","34,469",""
"2014","Serbia","Number","Total","Master's or equivalent level - academic","Total","34,469",""
"2014","Serbia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Serbia","Number","Total","Doctoral or equivalent level","Total","7,721",""
"2014","Ireland","Number","Total","Bachelor's or equivalent level","Total","154,294",""
"2014","Ireland","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","Ireland","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","Ireland","Number","Total","Master's or equivalent level","Total","23,690",""
"2014","Ireland","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","Ireland","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","Ireland","Number","Total","Doctoral or equivalent level","Total","7,965",""
"2014","Lithuania","Number","Total","Bachelor's or equivalent level","Total","113,881",""
"2014","Lithuania","Number","Total","Bachelor's or equivalent level - academic","Total","70,590",""
"2014","Lithuania","Number","Total","Bachelor's or equivalent level - professional","Total","43,291",""
"2014","Lithuania","Number","Total","Master's or equivalent level","Total","31,822",""
"2014","Lithuania","Number","Total","Master's or equivalent level - academic","Total","29,946",""
"2014","Lithuania","Number","Total","Master's or equivalent level - professional","Total","1,876",""
"2014","Lithuania","Number","Total","Doctoral or equivalent level","Total","2,686",""
"2014","Cyprus","Number","Total","Bachelor's or equivalent level","Total","19,779",""
"2014","Cyprus","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2014","Cyprus","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Cyprus","Number","Total","Master's or equivalent level","Total","10,009",""
"2014","Cyprus","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2014","Cyprus","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Cyprus","Number","Total","Doctoral or equivalent level","Total","929",""
"2014","Slovenia","Number","Total","Bachelor's or equivalent level","Total","53,019",""
"2014","Slovenia","Number","Total","Bachelor's or equivalent level - academic","Total","29,060",""
"2014","Slovenia","Number","Total","Bachelor's or equivalent level - professional","Total","23,959",""
"2014","Slovenia","Number","Total","Master's or equivalent level","Total","23,483",""
"2014","Slovenia","Number","Total","Master's or equivalent level - academic","Total","2,686",""
"2014","Slovenia","Number","Total","Master's or equivalent level - professional","Total","0",""
"2014","Slovenia","Number","Total","Doctoral or equivalent level","Total","3,016",""
"2014","Latvia","Number","Total","Bachelor's or equivalent level","Total","57,955",""
"2014","Latvia","Number","Total","Bachelor's or equivalent level - academic","Total","18,147",""
"2014","Latvia","Number","Total","Bachelor's or equivalent level - professional","Total","39,808",""
"2014","Latvia","Number","Total","Master's or equivalent level","Total","12,257",""
"2014","Latvia","Number","Total","Master's or equivalent level - academic","Total","5,054",""
"2014","Latvia","Number","Total","Master's or equivalent level - professional","Total","7,203",""
"2014","Latvia","Number","Total","Doctoral or equivalent level","Total","2,406",""
"2014","Estonia","Number","Total","Bachelor's or equivalent level","Total","40,539",""
"2014","Estonia","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2014","Estonia","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Estonia","Number","Total","Master's or equivalent level","Total","16,477",""
"2014","Estonia","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2014","Estonia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Estonia","Number","Total","Doctoral or equivalent level","Total","2,982",""
"2014","Malta","Number","Total","Bachelor's or equivalent level","Total","6,933",""
"2014","Malta","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","Malta","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","Malta","Number","Total","Master's or equivalent level","Total","3,420",""
"2014","Malta","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","Malta","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","Malta","Number","Total","Doctoral or equivalent level","Total","95",""
"2014","Iceland","Number","Total","Bachelor's or equivalent level","Total","13,975",""
"2014","Iceland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2014","Iceland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","Iceland","Number","Total","Master's or equivalent level","Total","4,892",""
"2014","Iceland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2014","Iceland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","Iceland","Number","Total","Doctoral or equivalent level","Total","491",""
"2014","North Macedonia","Number","Total","Bachelor's or equivalent level","Total","57,746",""
"2014","North Macedonia","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","North Macedonia","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","North Macedonia","Number","Total","Master's or equivalent level","Total","2,695",""
"2014","North Macedonia","Number","Total","Master's or equivalent level - academic","Total","2,315",""
"2014","North Macedonia","Number","Total","Master's or equivalent level - professional","Total","380",""
"2014","North Macedonia","Number","Total","Doctoral or equivalent level","Total","131",""
"2014","Luxembourg","Number","Total","Bachelor's or equivalent level","Total","3,302",""
"2014","Luxembourg","Number","Total","Bachelor's or equivalent level - academic","Total","1,839",""
"2014","Luxembourg","Number","Total","Bachelor's or equivalent level - professional","Total","1,463",""
"2014","Luxembourg","Number","Total","Master's or equivalent level","Total","2,381",""
"2014","Luxembourg","Number","Total","Master's or equivalent level - academic","Total","741",""
"2014","Luxembourg","Number","Total","Master's or equivalent level - professional","Total","1,640",""
"2014","Luxembourg","Number","Total","Doctoral or equivalent level","Total","545",""
"2014","Liechtenstein","Number","Total","Bachelor's or equivalent level","Total","468",""
"2014","Liechtenstein","Number","Total","Bachelor's or equivalent level - academic","Total","468",""
"2014","Liechtenstein","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2014","Liechtenstein","Number","Total","Master's or equivalent level","Total","243",""
"2014","Liechtenstein","Number","Total","Master's or equivalent level - academic","Total","243",""
"2014","Liechtenstein","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2014","Liechtenstein","Number","Total","Doctoral or equivalent level","Total","119",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level","Total","11,991,881",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level","Total","5,428,490",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","European Union - 28 countries (2013-2020)","Number","Total","Doctoral or equivalent level","Total","738,456",""
"2014","United Kingdom","Number","Total","Bachelor's or equivalent level","Total","1,532,677",""
"2014","United Kingdom","Number","Total","Bachelor's or equivalent level - academic","Total","1,532,677",""
"2014","United Kingdom","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2014","United Kingdom","Number","Total","Master's or equivalent level","Total","423,518",""
"2014","United Kingdom","Number","Total","Master's or equivalent level - academic","Total","423,518",""
"2014","United Kingdom","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2014","United Kingdom","Number","Total","Doctoral or equivalent level","Total","111,395",""
"2014","Montenegro","Number","Total","Bachelor's or equivalent level","Total",":",""
"2014","Montenegro","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","Montenegro","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","Montenegro","Number","Total","Master's or equivalent level","Total",":",""
"2014","Montenegro","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","Montenegro","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","Montenegro","Number","Total","Doctoral or equivalent level","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Master's or equivalent level","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - academic","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - professional","Total",":",""
"2014","Bosnia and Herzegovina","Number","Total","Doctoral or equivalent level","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level","Total","10,466,206",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level","Total","5,000,625",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2015","European Union - 27 countries (from 2020)","Number","Total","Doctoral or equivalent level","Total","622,605",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level","Total","1,792,434",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - academic","Total","1,598,731",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - professional","Total","193,703",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level","Total","988,753",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - academic","Total","988,753",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2015","Germany (until 1990 former territory of the FRG)","Number","Total","Doctoral or equivalent level","Total","196,200","d"
"2015","France","Number","Total","Bachelor's or equivalent level","Total","991,175",""
"2015","France","Number","Total","Bachelor's or equivalent level - academic","Total","705,289",""
"2015","France","Number","Total","Bachelor's or equivalent level - professional","Total","285,886",""
"2015","France","Number","Total","Master's or equivalent level","Total","868,904",""
"2015","France","Number","Total","Master's or equivalent level - academic","Total","212,451",""
"2015","France","Number","Total","Master's or equivalent level - professional","Total","656,453",""
"2015","France","Number","Total","Doctoral or equivalent level","Total","68,607",""
"2015","Italy","Number","Total","Bachelor's or equivalent level","Total","1,076,667",""
"2015","Italy","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2015","Italy","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2015","Italy","Number","Total","Master's or equivalent level","Total","710,487",""
"2015","Italy","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2015","Italy","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2015","Italy","Number","Total","Doctoral or equivalent level","Total","32,775",""
"2015","Türkiye","Number","Total","Bachelor's or equivalent level","Total","3,527,649",""
"2015","Türkiye","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2015","Türkiye","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2015","Türkiye","Number","Total","Master's or equivalent level","Total","443,252",""
"2015","Türkiye","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2015","Türkiye","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2015","Türkiye","Number","Total","Doctoral or equivalent level","Total","78,223",""
"2015","Poland","Number","Total","Bachelor's or equivalent level","Total","1,104,364",""
"2015","Poland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2015","Poland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2015","Poland","Number","Total","Master's or equivalent level","Total","514,821",""
