"TIME","GEO","UNIT","ISCEDF13","ISCED11","SEX","Value","Flag and Footnotes"
"2016","Netherlands","Number","Total","Master's or equivalent level","Total","165,567",""
"2016","Netherlands","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Netherlands","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Netherlands","Number","Total","Doctoral or equivalent level","Total","15,057",""
"2016","Romania","Number","Total","Bachelor's or equivalent level","Total","352,721",""
"2016","Romania","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Romania","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Romania","Number","Total","Master's or equivalent level","Total","165,245",""
"2016","Romania","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Romania","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Romania","Number","Total","Doctoral or equivalent level","Total","17,252",""
"2016","Sweden","Number","Total","Bachelor's or equivalent level","Total","242,983",""
"2016","Sweden","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2016","Sweden","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2016","Sweden","Number","Total","Master's or equivalent level","Total","137,990",""
"2016","Sweden","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2016","Sweden","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Sweden","Number","Total","Doctoral or equivalent level","Total","20,723",""
"2016","Austria","Number","Total","Bachelor's or equivalent level","Total","192,467",""
"2016","Austria","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Austria","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Austria","Number","Total","Master's or equivalent level","Total","137,752",""
"2016","Austria","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Austria","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Austria","Number","Total","Doctoral or equivalent level","Total","23,512",""
"2016","Portugal","Number","Total","Bachelor's or equivalent level","Total","202,162",""
"2016","Portugal","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Portugal","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Portugal","Number","Total","Master's or equivalent level","Total","115,465",""
"2016","Portugal","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Portugal","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Portugal","Number","Total","Doctoral or equivalent level","Total","19,060",""
"2016","Belgium","Number","Total","Bachelor's or equivalent level","Total","369,299",""
"2016","Belgium","Number","Total","Bachelor's or equivalent level - academic","Total","133,627",""
"2016","Belgium","Number","Total","Bachelor's or equivalent level - professional","Total","235,672",""
"2016","Belgium","Number","Total","Master's or equivalent level","Total","97,979",""
"2016","Belgium","Number","Total","Master's or equivalent level - academic","Total","97,979",""
"2016","Belgium","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Belgium","Number","Total","Doctoral or equivalent level","Total","16,685",""
"2016","Czechia","Number","Total","Bachelor's or equivalent level","Total","221,198",""
"2016","Czechia","Number","Total","Bachelor's or equivalent level - academic","Total","196,412",""
"2016","Czechia","Number","Total","Bachelor's or equivalent level - professional","Total","24,786",""
"2016","Czechia","Number","Total","Master's or equivalent level","Total","125,634",""
"2016","Czechia","Number","Total","Master's or equivalent level - academic","Total","125,634",""
"2016","Czechia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Czechia","Number","Total","Doctoral or equivalent level","Total","24,154",""
"2016","Greece","Number","Total","Bachelor's or equivalent level","Total","618,544",""
"2016","Greece","Number","Total","Bachelor's or equivalent level - academic","Total","396,814",""
"2016","Greece","Number","Total","Bachelor's or equivalent level - professional","Total","221,730",""
"2016","Greece","Number","Total","Master's or equivalent level","Total","57,492",""
"2016","Greece","Number","Total","Master's or equivalent level - academic","Total","52,946",""
"2016","Greece","Number","Total","Master's or equivalent level - professional","Total","4,546",""
"2016","Greece","Number","Total","Doctoral or equivalent level","Total","33,452",""
"2016","Norway","Number","Total","Bachelor's or equivalent level","Total","196,094",""
"2016","Norway","Number","Total","Bachelor's or equivalent level - academic","Total","196,094",""
"2016","Norway","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2016","Norway","Number","Total","Master's or equivalent level","Total","64,556",""
"2016","Norway","Number","Total","Master's or equivalent level - academic","Total","64,556",""
"2016","Norway","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Norway","Number","Total","Doctoral or equivalent level","Total","7,787",""
"2016","Hungary","Number","Total","Bachelor's or equivalent level","Total","199,956",""
"2016","Hungary","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Hungary","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Hungary","Number","Total","Master's or equivalent level","Total","76,060",""
"2016","Hungary","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Hungary","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Hungary","Number","Total","Doctoral or equivalent level","Total","7,323",""
"2016","Switzerland","Number","Total","Bachelor's or equivalent level","Total","199,641",""
"2016","Switzerland","Number","Total","Bachelor's or equivalent level - academic","Total","151,263",""
"2016","Switzerland","Number","Total","Bachelor's or equivalent level - professional","Total","48,378",""
"2016","Switzerland","Number","Total","Master's or equivalent level","Total","66,707",""
"2016","Switzerland","Number","Total","Master's or equivalent level - academic","Total","63,099",""
"2016","Switzerland","Number","Total","Master's or equivalent level - professional","Total","3,608",""
"2016","Switzerland","Number","Total","Doctoral or equivalent level","Total","24,394",""
"2016","Finland","Number","Total","Bachelor's or equivalent level","Total","215,196",""
"2016","Finland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Finland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Finland","Number","Total","Master's or equivalent level","Total","62,440",""
"2016","Finland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Finland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Finland","Number","Total","Doctoral or equivalent level","Total","19,527",""
"2016","Bulgaria","Number","Total","Bachelor's or equivalent level","Total","178,365",""
"2016","Bulgaria","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2016","Bulgaria","Number","Total","Bachelor's or equivalent level - professional","Total","11,619",""
"2016","Bulgaria","Number","Total","Master's or equivalent level","Total","81,592",""
"2016","Bulgaria","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2016","Bulgaria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Bulgaria","Number","Total","Doctoral or equivalent level","Total","6,750",""
"2016","Denmark","Number","Total","Bachelor's or equivalent level","Total","195,700",""
"2016","Denmark","Number","Total","Bachelor's or equivalent level - academic","Total","81,626",""
"2016","Denmark","Number","Total","Bachelor's or equivalent level - professional","Total","114,074",""
"2016","Denmark","Number","Total","Master's or equivalent level","Total","74,607",""
"2016","Denmark","Number","Total","Master's or equivalent level - academic","Total","70,550",""
"2016","Denmark","Number","Total","Master's or equivalent level - professional","Total","4,057",""
"2016","Denmark","Number","Total","Doctoral or equivalent level","Total","9,845",""
"2016","Croatia","Number","Total","Bachelor's or equivalent level","Total","98,573",""
"2016","Croatia","Number","Total","Bachelor's or equivalent level - academic","Total","57,546",""
"2016","Croatia","Number","Total","Bachelor's or equivalent level - professional","Total","41,027",""
"2016","Croatia","Number","Total","Master's or equivalent level","Total","60,222",""
"2016","Croatia","Number","Total","Master's or equivalent level - academic","Total","53,547",""
"2016","Croatia","Number","Total","Master's or equivalent level - professional","Total","6,675",""
"2016","Croatia","Number","Total","Doctoral or equivalent level","Total","3,157",""
"2016","Slovakia","Number","Total","Bachelor's or equivalent level","Total","92,623",""
"2016","Slovakia","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Slovakia","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Slovakia","Number","Total","Master's or equivalent level","Total","63,673",""
"2016","Slovakia","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Slovakia","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Slovakia","Number","Total","Doctoral or equivalent level","Total","8,220",""
"2016","Serbia","Number","Total","Bachelor's or equivalent level","Total","200,782",""
"2016","Serbia","Number","Total","Bachelor's or equivalent level - academic","Total","151,239",""
"2016","Serbia","Number","Total","Bachelor's or equivalent level - professional","Total","49,543",""
"2016","Serbia","Number","Total","Master's or equivalent level","Total","40,236",""
"2016","Serbia","Number","Total","Master's or equivalent level - academic","Total","40,236",""
"2016","Serbia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Serbia","Number","Total","Doctoral or equivalent level","Total","10,144",""
"2016","Ireland","Number","Total","Bachelor's or equivalent level","Total","164,268",""
"2016","Ireland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Ireland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Ireland","Number","Total","Master's or equivalent level","Total","29,246",""
"2016","Ireland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Ireland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Ireland","Number","Total","Doctoral or equivalent level","Total","8,404",""
"2016","Lithuania","Number","Total","Bachelor's or equivalent level","Total","102,425",""
"2016","Lithuania","Number","Total","Bachelor's or equivalent level - academic","Total","62,314",""
"2016","Lithuania","Number","Total","Bachelor's or equivalent level - professional","Total","40,111",""
"2016","Lithuania","Number","Total","Master's or equivalent level","Total","28,597",""
"2016","Lithuania","Number","Total","Master's or equivalent level - academic","Total","26,713",""
"2016","Lithuania","Number","Total","Master's or equivalent level - professional","Total","1,884",""
"2016","Lithuania","Number","Total","Doctoral or equivalent level","Total","2,737",""
"2016","Cyprus","Number","Total","Bachelor's or equivalent level","Total","20,300",""
"2016","Cyprus","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2016","Cyprus","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2016","Cyprus","Number","Total","Master's or equivalent level","Total","15,115",""
"2016","Cyprus","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2016","Cyprus","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Cyprus","Number","Total","Doctoral or equivalent level","Total","1,272",""
"2016","Slovenia","Number","Total","Bachelor's or equivalent level","Total","45,292",""
"2016","Slovenia","Number","Total","Bachelor's or equivalent level - academic","Total","24,913",""
"2016","Slovenia","Number","Total","Bachelor's or equivalent level - professional","Total","20,379",""
"2016","Slovenia","Number","Total","Master's or equivalent level","Total","22,013","d"
"2016","Slovenia","Number","Total","Master's or equivalent level - academic","Total","38",""
"2016","Slovenia","Number","Total","Master's or equivalent level - professional","Total","0","d"
"2016","Slovenia","Number","Total","Doctoral or equivalent level","Total","2,331",""
"2016","Latvia","Number","Total","Bachelor's or equivalent level","Total","49,395",""
"2016","Latvia","Number","Total","Bachelor's or equivalent level - academic","Total","17,066",""
"2016","Latvia","Number","Total","Bachelor's or equivalent level - professional","Total","32,329",""
"2016","Latvia","Number","Total","Master's or equivalent level","Total","17,384",""
"2016","Latvia","Number","Total","Master's or equivalent level - academic","Total","4,702",""
"2016","Latvia","Number","Total","Master's or equivalent level - professional","Total","12,682",""
"2016","Latvia","Number","Total","Doctoral or equivalent level","Total","2,310",""
"2016","Estonia","Number","Total","Bachelor's or equivalent level","Total","32,799",""
"2016","Estonia","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Estonia","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Estonia","Number","Total","Master's or equivalent level","Total","14,991",""
"2016","Estonia","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Estonia","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Estonia","Number","Total","Doctoral or equivalent level","Total","2,805",""
"2016","Malta","Number","Total","Bachelor's or equivalent level","Total","7,924",""
"2016","Malta","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Malta","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Malta","Number","Total","Master's or equivalent level","Total","3,635",""
"2016","Malta","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Malta","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Malta","Number","Total","Doctoral or equivalent level","Total","129",""
"2016","Iceland","Number","Total","Bachelor's or equivalent level","Total","13,075",""
"2016","Iceland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2016","Iceland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","Iceland","Number","Total","Master's or equivalent level","Total","4,581",""
"2016","Iceland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2016","Iceland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","Iceland","Number","Total","Doctoral or equivalent level","Total","465",""
"2016","North Macedonia","Number","Total","Bachelor's or equivalent level","Total","59,865",""
"2016","North Macedonia","Number","Total","Bachelor's or equivalent level - academic","Total","50,861",""
"2016","North Macedonia","Number","Total","Bachelor's or equivalent level - professional","Total","9,004",""
"2016","North Macedonia","Number","Total","Master's or equivalent level","Total","2,959",""
"2016","North Macedonia","Number","Total","Master's or equivalent level - academic","Total","2,773",""
"2016","North Macedonia","Number","Total","Master's or equivalent level - professional","Total","186",""
"2016","North Macedonia","Number","Total","Doctoral or equivalent level","Total","428",""
"2016","Luxembourg","Number","Total","Bachelor's or equivalent level","Total","3,173",""
"2016","Luxembourg","Number","Total","Bachelor's or equivalent level - academic","Total","1,696",""
"2016","Luxembourg","Number","Total","Bachelor's or equivalent level - professional","Total","1,477",""
"2016","Luxembourg","Number","Total","Master's or equivalent level","Total","2,528",""
"2016","Luxembourg","Number","Total","Master's or equivalent level - academic","Total","886",""
"2016","Luxembourg","Number","Total","Master's or equivalent level - professional","Total","1,642",""
"2016","Luxembourg","Number","Total","Doctoral or equivalent level","Total","611",""
"2016","Liechtenstein","Number","Total","Bachelor's or equivalent level","Total","372",""
"2016","Liechtenstein","Number","Total","Bachelor's or equivalent level - academic","Total","372",""
"2016","Liechtenstein","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2016","Liechtenstein","Number","Total","Master's or equivalent level","Total","260",""
"2016","Liechtenstein","Number","Total","Master's or equivalent level - academic","Total","260",""
"2016","Liechtenstein","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2016","Liechtenstein","Number","Total","Doctoral or equivalent level","Total","142",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level","Total","12,004,374",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level","Total","5,408,707",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Doctoral or equivalent level","Total","754,750",""
"2016","United Kingdom","Number","Total","Bachelor's or equivalent level","Total","1,563,490",""
"2016","United Kingdom","Number","Total","Bachelor's or equivalent level - academic","Total","1,563,490",""
"2016","United Kingdom","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2016","United Kingdom","Number","Total","Master's or equivalent level","Total","415,689",""
"2016","United Kingdom","Number","Total","Master's or equivalent level - academic","Total","415,689",""
"2016","United Kingdom","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2016","United Kingdom","Number","Total","Doctoral or equivalent level","Total","113,003",""
"2016","Montenegro","Number","Total","Bachelor's or equivalent level","Total","23,601",""
"2016","Montenegro","Number","Total","Bachelor's or equivalent level - academic","Total","19,363",""
"2016","Montenegro","Number","Total","Bachelor's or equivalent level - professional","Total","4,238",""
"2016","Montenegro","Number","Total","Master's or equivalent level","Total","1,002",""
"2016","Montenegro","Number","Total","Master's or equivalent level - academic","Total","996",""
"2016","Montenegro","Number","Total","Master's or equivalent level - professional","Total","6",""
"2016","Montenegro","Number","Total","Doctoral or equivalent level","Total","40",""
"2016","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Master's or equivalent level","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - academic","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - professional","Total",":",""
"2016","Bosnia and Herzegovina","Number","Total","Doctoral or equivalent level","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level","Total","10,474,006",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level","Total","5,049,791",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2017","European Union - 27 countries (from 2020)","Number","Total","Doctoral or equivalent level","Total","647,878",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level","Total","1,859,807",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - academic","Total","1,673,592",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - professional","Total","186,215",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level","Total","1,033,258",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - academic","Total","1,033,258",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Germany (until 1990 former territory of the FRG)","Number","Total","Doctoral or equivalent level","Total","198,300","d"
"2017","France","Number","Total","Bachelor's or equivalent level","Total","1,041,756",""
"2017","France","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","France","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","France","Number","Total","Master's or equivalent level","Total","922,890",""
"2017","France","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","France","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","France","Number","Total","Doctoral or equivalent level","Total","66,855",""
"2017","Italy","Number","Total","Bachelor's or equivalent level","Total","1,102,137",""
"2017","Italy","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Italy","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Italy","Number","Total","Master's or equivalent level","Total","696,171",""
"2017","Italy","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Italy","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Italy","Number","Total","Doctoral or equivalent level","Total","27,729","d"
"2017","Türkiye","Number","Total","Bachelor's or equivalent level","Total","3,953,263",""
"2017","Türkiye","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Türkiye","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Türkiye","Number","Total","Master's or equivalent level","Total","598,531",""
"2017","Türkiye","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Türkiye","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Türkiye","Number","Total","Doctoral or equivalent level","Total","91,267",""
"2017","Poland","Number","Total","Bachelor's or equivalent level","Total","1,027,241",""
"2017","Poland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Poland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Poland","Number","Total","Master's or equivalent level","Total","479,565",""
"2017","Poland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Poland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Poland","Number","Total","Doctoral or equivalent level","Total","43,181",""
"2017","Spain","Number","Total","Bachelor's or equivalent level","Total","1,211,630",""
"2017","Spain","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Spain","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Spain","Number","Total","Master's or equivalent level","Total","334,537",""
"2017","Spain","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Spain","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Spain","Number","Total","Doctoral or equivalent level","Total","71,548",""
"2017","Netherlands","Number","Total","Bachelor's or equivalent level","Total","659,625",""
"2017","Netherlands","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Netherlands","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Netherlands","Number","Total","Master's or equivalent level","Total","176,942",""
"2017","Netherlands","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Netherlands","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Netherlands","Number","Total","Doctoral or equivalent level","Total","15,141",""
"2017","Romania","Number","Total","Bachelor's or equivalent level","Total","347,910",""
"2017","Romania","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Romania","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Romania","Number","Total","Master's or equivalent level","Total","164,522",""
"2017","Romania","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Romania","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Romania","Number","Total","Doctoral or equivalent level","Total","19,154",""
"2017","Sweden","Number","Total","Bachelor's or equivalent level","Total","240,687",""
"2017","Sweden","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2017","Sweden","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2017","Sweden","Number","Total","Master's or equivalent level","Total","140,709",""
"2017","Sweden","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2017","Sweden","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Sweden","Number","Total","Doctoral or equivalent level","Total","20,253",""
"2017","Austria","Number","Total","Bachelor's or equivalent level","Total","195,964",""
"2017","Austria","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Austria","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Austria","Number","Total","Master's or equivalent level","Total","135,560",""
"2017","Austria","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Austria","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Austria","Number","Total","Doctoral or equivalent level","Total","22,868",""
"2017","Portugal","Number","Total","Bachelor's or equivalent level","Total","200,567",""
"2017","Portugal","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Portugal","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Portugal","Number","Total","Master's or equivalent level","Total","115,771",""
"2017","Portugal","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Portugal","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Portugal","Number","Total","Doctoral or equivalent level","Total","19,577",""
"2017","Belgium","Number","Total","Bachelor's or equivalent level","Total","384,173",""
"2017","Belgium","Number","Total","Bachelor's or equivalent level - academic","Total","137,505",""
"2017","Belgium","Number","Total","Bachelor's or equivalent level - professional","Total","246,668",""
"2017","Belgium","Number","Total","Master's or equivalent level","Total","102,067",""
"2017","Belgium","Number","Total","Master's or equivalent level - academic","Total","102,067",""
"2017","Belgium","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Belgium","Number","Total","Doctoral or equivalent level","Total","17,021",""
"2017","Czechia","Number","Total","Bachelor's or equivalent level","Total","206,068",""
"2017","Czechia","Number","Total","Bachelor's or equivalent level - academic","Total","184,066",""
"2017","Czechia","Number","Total","Bachelor's or equivalent level - professional","Total","22,002",""
"2017","Czechia","Number","Total","Master's or equivalent level","Total","122,252",""
"2017","Czechia","Number","Total","Master's or equivalent level - academic","Total","122,252",""
"2017","Czechia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Czechia","Number","Total","Doctoral or equivalent level","Total","23,538",""
"2017","Greece","Number","Total","Bachelor's or equivalent level","Total","634,024",""
"2017","Greece","Number","Total","Bachelor's or equivalent level - academic","Total","409,413",""
"2017","Greece","Number","Total","Bachelor's or equivalent level - professional","Total","224,611",""
"2017","Greece","Number","Total","Master's or equivalent level","Total","72,321",""
"2017","Greece","Number","Total","Master's or equivalent level - academic","Total","66,295",""
"2017","Greece","Number","Total","Master's or equivalent level - professional","Total","6,026",""
"2017","Greece","Number","Total","Doctoral or equivalent level","Total","28,682",""
"2017","Norway","Number","Total","Bachelor's or equivalent level","Total","200,498",""
"2017","Norway","Number","Total","Bachelor's or equivalent level - academic","Total","200,498",""
"2017","Norway","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2017","Norway","Number","Total","Master's or equivalent level","Total","66,957",""
"2017","Norway","Number","Total","Master's or equivalent level - academic","Total","66,957",""
"2017","Norway","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Norway","Number","Total","Doctoral or equivalent level","Total","8,181",""
"2017","Hungary","Number","Total","Bachelor's or equivalent level","Total","187,345",""
"2017","Hungary","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Hungary","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Hungary","Number","Total","Master's or equivalent level","Total","78,998",""
"2017","Hungary","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Hungary","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Hungary","Number","Total","Doctoral or equivalent level","Total","7,358",""
"2017","Switzerland","Number","Total","Bachelor's or equivalent level","Total","203,274",""
"2017","Switzerland","Number","Total","Bachelor's or equivalent level - academic","Total","154,237",""
"2017","Switzerland","Number","Total","Bachelor's or equivalent level - professional","Total","49,037",""
"2017","Switzerland","Number","Total","Master's or equivalent level","Total","68,425",""
"2017","Switzerland","Number","Total","Master's or equivalent level - academic","Total","65,041",""
"2017","Switzerland","Number","Total","Master's or equivalent level - professional","Total","3,384",""
"2017","Switzerland","Number","Total","Doctoral or equivalent level","Total","24,825",""
"2017","Finland","Number","Total","Bachelor's or equivalent level","Total","211,056",""
"2017","Finland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2017","Finland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2017","Finland","Number","Total","Master's or equivalent level","Total","65,602",""
"2017","Finland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2017","Finland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2017","Finland","Number","Total","Doctoral or equivalent level","Total","18,870",""
"2017","Bulgaria","Number","Total","Bachelor's or equivalent level","Total","165,572",""
"2017","Bulgaria","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2017","Bulgaria","Number","Total","Bachelor's or equivalent level - professional","Total","10,335",""
"2017","Bulgaria","Number","Total","Master's or equivalent level","Total","77,627",""
"2017","Bulgaria","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2017","Bulgaria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2017","Bulgaria","Number","Total","Doctoral or equivalent level","Total","6,738",""
"2017","Denmark","Number","Total","Bachelor's or equivalent level","Total","195,969",""
"2017","Denmark","Number","Total","Bachelor's or equivalent level - academic","Total","79,136",""
"2017","Denmark","Number","Total","Bachelor's or equivalent level - professional","Total","116,833",""
"2017","Denmark","Number","Total","Master's or equivalent level","Total","71,151",""
"2017","Denmark","Number","Total","Master's or equivalent level - academic","Total","66,965",""
"2017","Denmark","Number","Total","Master's or equivalent level - professional","Total","4,186",""
"2017","Denmark","Number","Total","Doctoral or equivalent level","Total","9,656",""
