Country Code,Total graduates ISCED 5-7,Total graduates at ISCED 8
DE,35,a
DE,132,a
DE,253,a
DE,52,a
DE,85,a
DE,347,a
DE,321,a
DE,437,a
DE,384,a
DE,645,a
DE,583,a
DE,939,a
DE,1543,a
DE,450,a
DE,59,a
DE,2693,a
DE,182,a
DE,465,a
DE,792,a
DE,157,a
DE,100,a
DE,93,a
DE,2015,a
DE,1580,a
DE,1028,a
DE,1827,a
DE,1715,a
DE,89,a
DE,262,a
DE,99,a
DE,870,a
DE,868,a
DE,350,a
DE,524,a
DE,494,a
DE,1159,a
DE,1470,a
DE,1437,a
DE,1258,a
DE,2422,a
DE,95,a
DE,286,a
DE,100,a
DE,130,a
DE,196,a
DE,1596,a
DE,1248,a
DE,815,a
DE,1064,a
DE,1326,a
DE,1192,a
DE,929,a
DE,2719,a
DE,967,a
DE,2026,a
DE,1831,a
DE,1539,a
DE,401,a
DE,291,a
DE,225,a
DE,33,a
DE,297,a
DE,326,a
DE,256,a
DE,3750,a
DE,42,a
DE,314,a
DE,1003,a
DE,530,a
DE,43,a
DE,526,a
DE,719,a
DE,428,a
DE,963,a
DE,1358,a
DE,1074,a
DE,962,a
DE,981,a
DE,567,a
DE,227,a
DE,861,a
DE,352,a
DE,986,a
DE,1426,a
DE,1702,a
DE,785,a
DE,931,a
DE,106,a
DE,69,a
DE,159,a
DE,1354,a
DE,648,a
DE,1109,a
DE,601,a
DE,751,a
DE,238,a
DE,1319,a
DE,817,a
DE,311,a
DE,80,a
DE,178,a
DE,1019,a
DE,962,a
DE,489,a
DE,692,a
DE,29,a
DE,103,a
DE,280,a
DE,185,a
DE,98,a
DE,416,a
DE,1050,a
DE,92,a
DE,126,a
DE,111,a
DE,84,a
DE,46,a
DE,157,a
DE,761,a
DE,126,a
DE,74,a
DE,175,a
DE,149,a
DE,341,a
DE,1314,a
DE,1069,a
DE,137,a
DE,92,a
DE,485,a
DE,117,a
DE,192,a
DE,142,a
DE,114,a
DE,196,a
DE,134,a
DE,s,a
DE,33,a
DE,663,a
DE,23,0
DE,m,a
DE,m,a
DE,m,a
DE,199,a
DE,m,a
DE,s,a
DE,32,a
DE,m,a
DE,75,a
DE,m,a
DE,101,a
DE,m,a
DE,m,a
DE,m,a
DE,s,a
DE,m,a
DE,1170,a
DE,m,a
DK,8565,650
DK,8792,428
DK,4084,162
DK,2168,57
DK,4084,185
DK,1869,316
DK,4821,40
DK,505,16
DK,243,6
DK,119,a
DK,141,s
DK,596,4
DK,2694,a
DK,2322,a
DK,2241,a
DK,1387,a
DK,1761,a
DK,1599,a
DK,5093,a
DK,1683,a
DK,999,a
DK,693,a
DK,335,a
DK,1198,a
DK,2224,a
DK,364,a
DK,300,a
DK,1353,a
DK,404,a
DK,135,a
DK,49,a
DK,m,m
DK,m,m
DK,m,m
EE,2969,114
EE,1897,67
EE,1746,22
EE,698,17
EE,266,a
EE,343,a
EE,171,4
EE,94,a
EE,430,a
EE,279,a
EE,219,6
EE,238,a
EE,175,a
EE,107,a
EE,257,a
EE,108,a
EE,69,a
EE,158,s
EE,63,a
EE,79,a
EE,61,a
EE,51,a
EE,41,a
EE,33,a
EE,10,a
EE,50,a
EE,s,a
EE,10,a
EE,9,a
ES,2088,56
ES,3801,100
ES,3222,182
ES,8926,552
ES,1943,65
ES,3019,56
ES,4878,227
ES,2569,64
ES,10003,384
ES,5946,267
ES,4588,206
ES,2653,98
ES,3356,106
ES,2535,88
ES,2184,80
ES,7482,668
ES,10801,664
ES,2363,93
ES,1887,93
ES,4645,355
ES,2996,145
ES,2801,139
ES,4356,194
ES,4862,157
ES,2615,80
ES,2343,96
ES,5853,293
ES,9502,323
ES,1876,39
ES,5264,92
ES,6825,269
ES,4460,206
ES,4507,150
ES,3552,106
ES,5138,300
ES,4151,142
ES,3959,131
ES,6224,532
ES,2971,121
ES,15663,752
ES,5120,254
ES,5225,165
ES,6523,223
ES,1154,44
ES,1430,42
ES,7955,344
ES,918,39
ES,1120,s
ES,1507,0
ES,2278,22
ES,816,17
ES,4772,27
ES,637,24
ES,639,0
ES,2612,23
ES,2513,20
ES,2699,47
ES,2741,179
ES,4038,21
ES,211,0
ES,1017,s
ES,139,7
ES,0,0
ES,2057,0
ES,523,5
ES,1151,21
ES,8233,154
ES,2232,26
ES,1643,9
ES,59,s
ES,3492,24
ES,266,s
ES,1164,7
ES,504,21
ES,465,0
ES,4266,8
ES,3404,53
ES,a,a
ES,a,a
ES,a,a
FI,5331,478
FI,3092,198
FI,861,79
FI,2553,134
FI,2519,136
FI,2564,181
FI,492,13
FI,792,26
FI,920,43
FI,1410,99
FI,275,11
FI,1001,36
FI,96,s
FI,56,s
FI,125,6
FI,2901,224
FI,2535,167
FI,62,a
FI,1644,a
FI,2510,a
FI,521,a
FI,1859,a
FI,1071,a
FI,633,a
FI,901,a
FI,1262,a
FI,799,a
FI,364,a
FI,1193,a
FI,506,a
FI,902,a
FI,994,a
FI,1806,a
FI,404,a
FI,528,a
FI,1047,a
FI,552,a
FI,21,a
FI,723,a
FI,548,a
FI,723,a
FI,452,a
FI,1597,a
FI,292,a
FR,9942,274
FR,636,70
FR,70,a
FR,291,m
FR,92,m
FR,219,16
FR,29125,764
FR,11267,198
FR,64,m
FR,209,a
FR,108,a
FR,85,m
FR,150,a
FR,3763,42
FR,57,m
FR,135,a
FR,57,m
FR,11920,257
FR,m,m
FR,138,a
FR,243,a
FR,8825,158
FR,119,a
FR,82,a
FR,212,a
FR,8065,133
FR,295,44
FR,85,a
FR,259,a
FR,1258,a
FR,78,m
FR,222,m
FR,516,66
FR,179,a
FR,m,m
FR,150,a
FR,1149,167
FR,10878,105
FR,9934,152
FR,10967,471
FR,m,a
FR,260,m
FR,132,a
FR,4535,236
FR,7399,145
FR,5933,81
FR,64,m
FR,m,m
FR,8475,71
FR,597,a
FR,181,14
FR,189,m
FR,11299,114
FR,7289,337
FR,8111,118
FR,168,a
FR,97,8
FR,257,m
FR,115,m
FR,128,a
FR,347,m
FR,10827,288
FR,8951,71
FR,95,a
FR,160,m
FR,75,a
FR,169,m
FR,65,a
FR,375,26
FR,7563,164
FR,340,m
FR,70,m
FR,7782,11
FR,8905,xr
FR,2757,xr
FR,1283,xr
FR,a,897
FR,94,a
FR,85,m
FR,203,8
FR,179,53
FR,7485,98
FR,178,m
FR,514,58
FR,266,m
FR,61,m
FR,17078,254
FR,m,m
FR,107,a
FR,160,a
FR,62,a
FR,6195,117
FR,78,m
FR,m,m
FR,96,m
FR,300,a
FR,159,a
FR,m,m
FR,10906,107
FR,108,a
FR,57,m
FR,8439,96
FR,264,m
FR,64,m
FR,24184,453
FR,68,a
FR,102,m
FR,4661,22
FR,203,a
FR,m,m
FR,57,a
FR,98,a
FR,147,m
FR,151,a
FR,270,a
FR,208,a
FR,m,m
FR,109,a
FR,287,a
FR,345,24
FR,5168,54
FR,9119,280
FR,7732,86
FR,6911,68
FR,m,m
FR,6017,40
FR,m,m
FR,354,a
FR,1056,86
FR,111,a
FR,5348,37
FR,66,a
FR,1615,m
FR,7377,69
FR,123,m
FR,6871,164
FR,112,a
FR,182,a
FR,5225,53
FR,63,m
FR,147,a
FR,241,a
FR,4187,82
FR,238,m
FR,212,m
FR,173,a
FR,377,a
FR,16983,510
FR,3994,47
FR,327,m
FR,89,m
FR,391,57
FR,1190,151
FR,179,a
FR,m,m
FR,13987,423
FR,12516,170
FR,m,m
FR,150,a
FR,13000,93
FR,m,a
FR,202,a
FR,157,m
FR,109,a
FR,314,a
FR,m,m
FR,m,m
FR,4396,66
FR,6587,9
FR,84,a
FR,104,m
FR,5149,99
FR,17447,407
FR,7704,79
FR,6370,194
FR,7724,296
FR,11289,321
FR,13678,953
FR,9570,462
FR,332,m
FR,794,m
FR,308,m
FR,243,m
FR,1947,65
FR,152,a
FR,m,17
FR,80,a
FR,1693,79
FR,m,m
FR,874,79
FR,151,m
FR,82,a
FR,m,m
FR,a,m
FR,m,m
FR,1575,42
FR,533,m
FR,327,103
FR,m,m
FR,414,m
FR,m,m
FR,390,84
FR,m,m
FR,211,a
FR,208,a
FR,214,m
FR,m,m
FR,374,a
FR,m,m
FR,45,m
FR,1414,m
FR,1428,a
FR,541,a
FR,30,m
FR,174,m
FR,303,37
FR,8518,163
FR,402,a
FR,3335,29
FR,81,a
FR,c,c
FR,6281,a
FR,329,a
FR,196,m
FR,xr,277
FR,367,m
FR,m,m
FR,7082,102
FR,8124,103
FR,57,a
FR,191,m
FR,1547,a
FR,3672,40
FR,56,a
FR,2888,42
FR,c,c
FR,223,33
FR,11043,183
FR,5508,134
FR,67,m
FR,114,a
FR,812,34
FR,130,7
FR,12872,733
FR,595,63
FR,766,a
FR,225,a
FR,4896,46
FR,222,a
FR,117,a
FR,209,a
FR,233,a
FR,324,a
FR,13032,264
FR,730,62
FR,m,a
FR,259,a
FR,111,a
FR,279,a
FR,164,a
FR,8177,123
FR,6019,162
FR,202,a
FR,m,m
FR,13391,a
FR,241,a
FR,148,a
FR,53,a
FR,217,a
FR,109,a
FR,709,a
FR,203,a
FR,225,a
FR,7628,69
FR,91,a
FR,76,m
FR,157,a
FR,138,a
FR,m,m
FR,1911,11
FR,3733,39
FR,4248,31
FR,665,4
FR,851,4
FR,84,a
FR,40,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
GR,a,m
GR,a,a
GR,178,6
GR,59,0
GR,509,12
GR,603,11
GR,296,16
GR,120,0
GR,469,19
GR,1809,28
GR,2654,28
GR,1815,35
GR,2375,61
GR,340,7
GR,1961,143
GR,2732,142
GR,1964,89
GR,2146,52
GR,359,49
GR,7222,263
GR,7827,361
GR,2725,67
GR,1694,93
GR,1473,40
GR,244,a
GR,269,a
GR,1179,a
GR,602,a
GR,702,a
GR,974,a
GR,833,a
GR,1159,a
GR,602,a
GR,925,a
GR,1566,a
GR,1623,a
GR,1580,a
GR,1732,a
GR,2227,a
GR,2951,a
GR,316,a
GR,27,a
GR,135,a
GR,77,a
GR,88,a
GR,49,a
GR,74,a
GR,37,a
GR,m,a
GR,m,a
HR,234,0
HR,269,14
HR,4250,192
HR,4790,116
HR,4843,117
HR,988,18
HR,15969,881
HR,77,a
HR,978,a
HR,376,a
HR,194,a
HR,63,a
HR,95,a
HR,278,a
HR,656,a
HR,197,a
HR,151,a
HR,326,a
HR,799,a
HR,129,a
HR,388,a
HR,131,a
HR,136,a
HR,91,a
HR,70,a
HR,210,a
HR,28,a
HR,591,a
HR,242,a
HR,58,a
HR,317,a
HR,56,a
HR,112,a
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
HU,m,m
IE,7454,332
IE,4622,161
IE,5632,187
IE,4272,331
IE,3728,81
IE,2468,143
IE,3095,124
IE,1747,s
IE,2545,12
IE,4039,49
IE,492,a
IE,1514,0
IE,1983,6
IE,621,0
IE,1406,s
IE,1549,0
IE,1151,5
IE,824,4
IE,806,0
IE,1478,4
IE,2382,10
IE,927,14
IE,197,s
IE,368,6
IE,887,40
IE,278,a
IE,753,14
IS,m,m
IS,m,a
IS,m,a
IS,m,a
IS,m,m
IS,m,a
IS,m,m
IT,3414,129
IT,157,a
IT,5242,148
IT,1631,50
IT,8397,373
IT,851,38
IT,464,a
IT,2634,69
IT,16558,526
IT,670,13
IT,134,a
IT,2608,60
IT,5312,117
IT,1352,53
IT,1237,30
IT,265,9
IT,1675,38
IT,906,s
IT,8315,351
IT,1714,46
IT,5390,146
IT,969,0
IT,2846,128
IT,a,76
IT,10178,391
IT,m,a
IT,1637,44
IT,6808,263
IT,3591,101
IT,4026,166
IT,a,24
IT,1890,67
IT,5386,316
IT,1384,10
IT,9855,221
IT,10886,247
IT,4698,42
IT,10930,456
IT,651,46
IT,5759,184
IT,168,0
IT,3856,149
IT,2094,11
IT,5000,172
IT,13885,417
IT,1749,47
IT,2096,54
IT,m,a
IT,643,a
IT,13149,481
IT,8516,330
IT,5488,163
IT,76,12
IT,4656,199
IT,4967,229
IT,397,s
IT,a,69
IT,74,64
IT,8023,315
IT,919,51
IT,1112,69
IT,424,a
IT,6469,144
IT,4603,6
IT,2435,55
IT,1617,11
IT,500,26
IT,22738,869
IT,352,17
IT,6851,409
IT,694,0
IT,2719,s
IT,2169,a
IT,2917,0
IT,183,a
IT,17,a
IT,4637,168
IT,2489,118
IT,3813,268
IT,163,8
IT,1311,30
IT,5646,214
IT,12522,421
IT,497,a
IT,3008,133
IT,m,75
IT,3778,133
IT,3100,127
IT,2905,67
IT,1830,55
IT,4221,121
IT,1772,0
IT,1609,46
IT,4948,181
IT,1753,98
IT,115,a
IT,302,a
IT,92,a
IT,264,a
IT,36,a
IT,218,a
IT,126,a
IT,58,a
IT,67,a
IT,140,a
IT,133,a
IT,595,a
IT,408,a
IT,204,a
IT,73,a
IT,284,a
IT,35,a
IT,173,a
IT,83,a
IT,256,a
IT,59,a
IT,31,a
IT,32,a
IT,54,a
IT,78,a
IT,153,a
IT,73,a
IT,67,a
IT,27,a
IT,78,a
IT,73,a
IT,44,a
IT,46,a
IT,34,a
IT,60,a
IT,74,a
IT,38,a
IT,31,a
IT,84,a
IT,95,a
IT,81,a
IT,122,a
IT,62,a
IT,42,a
IT,86,a
IT,32,a
IT,96,a
IT,16,a
IT,69,a
IT,89,a
IT,206,a
IT,69,a
IT,148,a
IT,56,a
IT,50,a
IT,110,a
IT,75,a
IT,71,a
IT,75,a
IT,58,a
IT,46,a
IT,44,a
IT,57,a
IT,249,a
IT,86,a
IT,146,a
IT,23,a
IT,82,a
IT,32,a
IT,53,a
IT,73,a
IT,58,a
IT,59,a
IT,61,a
IT,48,a
IT,68,a
IT,53,a
IT,63,a
IT,27,0
IT,40,a
IT,40,a
LI,299,s
LT,5161,142
LT,3240,43
LT,2262,s
LT,462,s
LT,293,s
LT,3601,13
LT,62,0
LT,3575,56
LT,2050,37
LT,1176,18
LT,512,6
LT,1749,4
LT,2040,5
LT,396,a
LT,56,a
LT,357,s
LT,117,a
LT,1875,a
LT,816,a
LT,1914,a
LT,325,a
LT,172,a
LT,1005,a
LT,221,a
LT,350,a
LT,591,a
LT,661,a
LT,418,a
LT,723,a
LT,c,c
LT,1189,a
LT,121,a
LT,365,a
LT,109,a
LT,m,a
LT,475,a
LT,286,0
LT,84,a
LT,c,c
LT,151,a
LT,239,a
LT,1118,49
LT,c,c
LU,m,m
LV,4520,124
LV,3156,70
LV,1095,19
LV,1158,22
LV,686,15
LV,526,0
LV,120,s
LV,154,s
LV,119,0
LV,265,7
LV,99,a
LV,762,7
LV,402,0
LV,140,a
LV,207,0
LV,272,0
LV,481,0
LV,734,0
LV,898,s
LV,120,a
LV,14,a
LV,926,0
LV,144,a
LV,209,a
LV,351,0
LV,c,c
LV,137,a
LV,622,0
LV,43,a
LV,83,a
LV,197,a
LV,143,a
LV,103,a
LV,75,a
LV,28,a
LV,56,a
LV,53,a
LV,261,a
LV,141,a
LV,156,a
LV,148,a
LV,6,a
LV,216,a
LV,144,a
LV,67,a
LV,109,a
LV,38,a
LV,231,a
LV,0,a
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
ME,m,m
MK,753,m
MK,5318,134
MK,1680,9
MK,1073,1
MK,m,a
MK,m,m
MK,558,m
MK,731,2
MK,188,a
MK,725,a
MT,4349,24
NL,9042,449
NL,7033,312
NL,4116,303
NL,1866,245
NL,2343,196
NL,7604,436
NL,5581,383
NL,5081,245
NL,5421,330
NL,6571,339
NL,4118,133
NL,8791,518
NL,2152,229
NL,1052,18
NL,59,m
NL,73,m
NL,25,m
NL,23,m
NL,202,a
NL,554,a
NL,618,a
NL,4194,a
NL,247,a
NL,733,a
NL,1804,a
NL,3097,a
NL,127,a
NL,6706,a
NL,262,a
NL,205,a
NL,2875,a
NL,3894,a
NL,429,a
NL,260,a
NL,162,a
NL,m,a
NL,3790,a
NL,190,a
NL,548,a
NL,1266,a
NL,4223,a
NL,5424,a
NL,4683,a
NL,422,a
NL,6232,a
NL,832,a
NL,648,a
NL,2612,a
NL,74,a
NL,137,a
NL,1267,a
NL,1422,a
NL,207,a
NL,3181,a
NL,329,a
NO,4954,511
NO,2547,251
NO,1817,110
NO,3326,374
NO,964,65
NO,1993,32
NO,2386,18
NO,123,4
NO,3008,9
NO,109,5
NO,1320,11
NO,367,7
NO,82,22
NO,240,s
NO,284,4
NO,2977,a
NO,2026,15
NO,856,a
NO,823,a
NO,666,4
NO,408,a
NO,2595,0
NO,2086,0
NO,864,5
NO,346,a
NO,643,a
NO,2209,a
NO,1479,a
NO,726,a
NO,2232,a
NO,2584,5
NO,2125,s
NO,1651,a
NO,2119,a
NO,685,a
NO,199,a
NO,691,a
NO,501,a
NO,112,a
NO,195,a
NO,289,a
NO,114,a
NO,741,a
NO,m,a
NO,49,a
NO,108,a
NO,100,a
NO,224,a
NO,295,a
NO,6456,5
PL,5751,m
PL,10970,m
PL,1045,m
PL,2528,m
PL,3045,m
PL,1043,m
PL,1379,m
PL,1836,m
PL,1525,m
PL,1493,m
PL,537,m
PL,174,m
PL,203,m
PL,293,m
PL,223,m
PL,340,m
PL,253,m
PL,183,m
PL,1826,m
PL,2650,m
PL,3385,m
PL,414,a
PL,1428,m
PL,317,m
PL,560,m
PL,253,m
PL,115,m
PL,373,m
PL,341,m
PL,328,m
PL,94,m
PL,1937,m
PL,901,m
PL,1191,m
PL,1490,m
PL,1640,m
PL,1942,m
PL,1282,m
PL,950,a
PL,896,a
PL,223,a
PL,147,m
PL,692,m
PL,149,a
PL,2506,m
PL,114,a
PL,1344,a
PL,437,a
PL,322,a
PL,2219,a
PL,350,a
PL,655,a
PL,3080,m
PL,140,a
PL,5166,m
PL,726,a
PL,3485,m
PL,516,a
PL,2421,a
PL,729,a
PL,701,a
PL,309,a
PL,287,a
PL,837,a
PL,390,a
PL,1281,a
PL,899,a
PL,524,a
PL,263,m
PL,660,a
PL,107,m
PL,354,a
PL,737,a
PL,803,a
PL,472,a
PL,925,a
PL,1022,a
PL,1210,a
PL,296,a
PL,658,a
PL,1664,a
PL,601,a
PL,376,a
PL,721,a
PL,368,a
PL,211,a
PL,805,a
PL,972,a
PL,868,a
PL,1444,a
PL,1035,a
PL,307,a
PL,771,a
PL,520,a
PL,336,a
PL,353,a
PL,610,a
PL,1317,a
PL,123,a
PL,281,a
PL,497,a
PL,694,m
PL,106,m
PL,160,m
PL,700,a
PL,3423,m
PL,3035,m
PL,6685,m
PL,2483,m
PL,5058,m
PL,2703,m
PL,4259,m
PL,2779,m
PL,6291,m
PL,2698,m
PL,4634,m
PL,8275,m
PL,2606,m
PL,7546,m
PL,7981,m
PL,666,m
PL,1321,m
PL,661,a
PL,422,a
PL,5096,m
PL,1172,a
PL,7577,m
PL,6411,m
PL,1025,a
PL,1855,a
PL,4089,a
PL,3305,m
PL,180,a
PL,1182,a
PL,1990,m
PL,324,a
PL,1657,a
PL,405,a
PL,7765,m
PL,5552,m
PL,5916,m
PL,9836,m
PL,6271,m
PL,11626,m
PL,12210,m
PL,3970,m
PL,4590,m
PL,11819,m
PL,9152,m
PL,2117,m
PL,1160,m
PL,2105,m
PL,8714,m
PL,321,m
PL,4985,m
PL,6592,m
PL,2944,m
PL,3433,m
PL,2964,m
PL,3615,m
PL,7700,m
PL,6377,m
PL,8538,m
PL,2230,m
PL,5559,m
PL,9237,m
PL,15544,m
PL,9156,m
PL,4409,m
PL,1601,a
PL,2179,m
PL,639,a
PL,2133,m
PL,232,a
PL,824,a
PL,1245,a
PL,147,a
PL,973,a
PL,1142,a
PL,745,a
PL,505,a
PL,2372,a
PL,6155,a
PL,3451,a
PL,6620,a
PL,334,a
PL,287,a
PL,801,a
PL,422,a
PL,1668,a
PL,2300,a
PL,1280,a
PL,536,a
PL,722,a
PL,254,a
PL,m,a
PL,3814,a
PL,1536,a
PL,1127,a
PL,649,a
PL,487,a
PL,1007,m
PL,1012,a
PL,589,a
PL,1810,a
PL,602,a
PL,595,a
PL,762,a
PL,2046,a
PL,1575,a
PL,924,a
PL,1023,a
PL,1191,m
PL,1170,a
PL,2568,m
PL,761,a
PL,841,a
PL,948,a
PL,1032,a
PL,474,a
PL,3022,a
PL,369,a
PL,1281,a
PL,329,a
PL,436,a
PL,504,a
PL,150,a
PL,206,a
PL,287,a
PL,144,a
PL,577,a
PL,564,a
PL,m,a
PL,2451,a
PL,1838,a
PL,408,a
PL,409,m
PL,555,m
PL,1575,a
PL,2265,a
PL,650,a
PL,1307,a
PL,2910,m
PL,1083,a
PL,406,a
PL,777,a
PL,222,a
PL,391,a
PL,294,a
PL,661,a
PL,344,a
PL,718,a
PL,1239,a
PL,2057,a
PL,1222,a
PL,1984,a
PL,757,a
PL,1502,a
PL,272,a
PL,344,a
PL,1277,a
PL,120,a
PL,445,a
PL,399,a
PL,421,a
PL,271,a
PL,815,a
PL,605,a
PL,134,a
PL,2918,m
PL,154,a
PL,159,a
PT,698,26
PT,1585,49
PT,2711,253
PT,1616,46
PT,4727,288
PT,1248,59
PT,4183,237
PT,3896,258
PT,5057,258
PT,651,19
PT,3679,228
PT,7077,431
PT,1279,53
PT,1715,91
PT,663,16
PT,595,a
PT,1179,a
PT,876,a
PT,573,a
PT,1976,a
PT,467,a
PT,2035,a
PT,2273,a
PT,486,a
PT,2830,a
PT,630,a
PT,953,a
PT,424,a
PT,834,a
PT,1179,a
PT,78,a
PT,406,a
PT,447,a
PT,235,a
PT,337,a
PT,26,a
PT,118,a
PT,81,a
PT,34,a
PT,2439,72
PT,161,a
PT,51,a
PT,60,a
PT,55,a
PT,46,a
PT,79,a
PT,1113,a
PT,394,a
PT,292,a
PT,63,a
PT,87,a
PT,57,a
PT,126,a
PT,78,a
PT,430,a
PT,79,a
PT,98,a
PT,197,7
PT,90,a
PT,176,a
PT,268,a
PT,219,a
PT,553,10
PT,458,20
PT,733,11
PT,453,s
PT,151,a
PT,1686,20
PT,397,s
PT,221,6
PT,184,a
PT,92,a
PT,54,a
PT,186,a
PT,225,a
PT,62,a
PT,157,a
PT,52,a
PT,50,a
PT,71,a
PT,38,a
PT,156,a
PT,161,a
PT,202,a
PT,76,a
PT,157,a
PT,60,a
PT,92,a
PT,422,a
PT,122,a
PT,120,a
PT,29,a
PT,142,a
PT,88,a
PT,34,a
PT,253,a
PT,117,a
PT,96,a
PT,255,a
PT,126,a
PT,109,a
PT,112,a
PT,38,a
PT,33,a
PT,126,a
PT,438,s
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
SE,5729,385
SE,7309,399
SE,6853,298
SE,6807,267
SE,4392,175
SE,5312,233
SE,1984,307
SE,3605,421
SE,2277,291
SE,1559,134
SE,669,15
SE,1105,124
SE,1910,38
SE,2661,68
SE,1550,47
SE,878,27
SE,2082,26
SE,2838,14
SE,1802,27
SE,129,0
SE,1607,s
SE,1292,0
SE,156,a
SE,1126,0
SE,1349,s
SE,1045,a
SE,784,0
SE,1021,s
SE,1263,0
SE,138,a
SE,36,a
SE,173,a
SE,51,a
SE,210,a
SE,304,a
SE,194,a
SE,180,a
SE,2964,47
SE,107,a
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SI,m,m
SK,7345,0
SK,2631,87
SK,3341,74
SK,1878,30
SK,2428,74
SK,734,442
SK,1243,0
SK,1514,38
SK,1005,12
SK,7007,30
SK,299,27
SK,3910,115
SK,4060,120
SK,2408,103
SK,4680,247
SK,4898,194
SK,1537,a
SK,3068,192
SK,1602,26
SK,4228,115
SK,1476,a
SK,228,0
SK,393,0
SK,334,a
SK,3051,113
SK,1397,67
SK,326,37
SK,171,6
SK,196,16
SK,99,0
SK,477,13
SK,1391,a
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
TR,m,m
