Country Code,Total graduates ISCED 5-7,Total graduates at ISCED 8
DE,913,19
DE,171,a
DE,133,a
DE,44,a
DE,119,2
DE,173,a
DE,146,1
DE,230,1
DE,33,a
DE,196,1
DE,53,0
DE,81,0
DE,185,4
DE,277,6
DE,151,1
DE,75,0
DE,140,0
DE,281,2
DE,39,1
DE,323,4
DE,56,0
DE,289,a
DE,80,0
DE,101,0
DE,126,0
DE,183,0
DE,17,a
DE,108,a
DE,222,a
DE,202,0
DE,153,0
DE,111,0
DE,149,0
DE,1357,a
DE,688,a
DE,518,a
DE,1380,a
DE,1543,a
DE,1612,a
DE,1822,a
DE,1234,a
DE,378,a
DE,1106,a
DE,1332,a
DE,1010,a
DE,1228,a
DE,9804,a
DE,792,a
DE,1592,a
DE,182,a
DE,178,a
DE,1155,a
DE,969,a
DE,783,a
DE,22,m
DE,957,a
DE,58,a
DE,110,a
DE,386,a
DE,311,a
DE,74,a
DE,253,a
DE,249,a
DE,380,a
DE,632,a
DE,514,a
DE,703,a
DE,1393,a
DE,948,a
DE,997,a
DE,742,a
DE,1171,a
DE,1196,a
DE,1121,a
DE,3750,a
DE,654,a
DE,2822,a
DE,2188,a
DE,1209,a
DE,1125,a
DE,1752,a
DE,674,a
DE,121,a
DE,610,a
DE,204,a
DE,305,a
DE,591,a
DE,753,a
DE,2434,a
DE,2753,a
DE,2569,a
DE,270,a
DE,87,a
DE,177,a
DE,71,a
DE,301,a
DE,287,a
DE,157,m
DE,338,a
DE,312,a
DE,334,a
DE,432,a
DE,603,a
DE,607,a
DE,1602,a
DE,489,a
DE,164,a
DE,2125,a
DE,619,a
DE,802,a
DE,253,a
DE,239,a
DE,269,a
DE,2595,0
DE,1887,0
DE,1094,0
DE,2237,0
DE,2159,0
DE,61,a
DE,173,a
DE,697,a
DE,297,a
DE,2332,a
DE,933,a
DE,428,a
DE,506,a
DE,478,a
DE,1720,a
DE,2372,a
DE,1831,a
DE,1396,a
DE,2997,a
DE,142,a
DE,346,a
DE,140,a
DE,68,a
DE,167,a
DE,1907,a
DE,1783,a
DE,917,a
DE,1186,a
DE,1636,a
DE,1576,a
DE,1079,a
DE,3346,a
DE,1076,a
DE,2839,a
DE,2137,a
DE,2498,a
DE,502,a
DE,1135,a
DE,267,a
DE,141,a
DE,432,a
DE,533,a
DE,541,a
DE,6960,a
DE,84,a
DE,264,a
DE,1420,a
DE,570,a
DE,144,a
DE,666,a
DE,1057,a
DE,428,a
DE,1016,a
DE,1729,a
DE,928,a
DE,1154,a
DE,1218,a
DE,679,a
DE,260,a
DE,1112,a
DE,1351,a
DE,902,a
DE,1319,a
DE,2296,a
DE,686,a
DE,803,a
DE,279,a
DE,176,a
DE,1345,a
DE,482,a
DE,1141,a
DE,511,a
DE,678,a
DE,343,a
DE,1187,a
DE,805,a
DE,478,a
DE,201,a
DE,908,a
DE,833,a
DE,407,a
DE,665,a
DE,187,a
DE,400,a
DE,1093,a
DE,129,a
DE,418,a
DE,1305,a
DE,116,a
DE,179,a
DE,104,a
DE,78,a
DE,194,a
DE,738,a
DE,118,a
DE,94,a
DE,258,a
DE,188,a
DE,547,a
DE,1499,a
DE,1055,a
DE,172,a
DE,105,a
DE,203,a
DE,129,a
DE,153,a
DE,191,a
DE,96,a
DE,250,a
DE,128,a
DE,284,a
DE,110,a
DE,84,a
DE,822,a
DE,73,a
DE,104,0
DE,493,a
DE,443,a
DE,680,a
DE,426,a
DE,80,a
DE,448,a
DE,10,a
DE,17,a
DE,59,a
DE,43,a
DE,34,a
DE,113,a
DE,33,a
DE,235,a
DE,62,a
DE,134,a
DE,151,a
DE,159,a
DE,182,a
DE,148,a
DE,46,a
DE,1196,a
DE,20,a
DE,233,a
DE,1501,47
DE,9,a
DE,293,0
DE,62,a
DE,18,a
DE,m,a
DE,41,a
DE,m,a
DE,365,a
DE,9,a
DE,1,a
DE,119,a
DE,68,a
DE,383,a
DE,103,a
DE,12,a
DE,350,a
DE,31,a
DE,7,a
DE,m,a
DE,23,a
DE,22,a
DK,10238,748
DK,10274,481
DK,6192,219
DK,2115,70
DK,6043,237
DK,2971,362
DK,5468,59
DK,639,10
DK,218,5
DK,111,a
DK,567,8
DK,4499,a
DK,m,a
DK,2719,a
DK,1373,a
DK,2929,a
DK,1778,a
DK,4795,a
DK,1778,a
DK,1229,a
DK,819,a
DK,543,a
DK,0,a
DK,2092,a
DK,517,a
DK,260,a
DK,1709,a
DK,491,a
DK,110,a
DK,54,a
DK,88,2
DK,m,m
DK,40,a
DK,204,a
DK,123,26
DK,76,6
DK,117,10
DK,76,2
DK,326,a
DK,120,a
DK,105,a
DK,104,a
DK,114,a
EE,2445,122
EE,2006,76
EE,1536,25
EE,499,12
EE,111,a
EE,326,a
EE,217,3
EE,183,a
EE,324,a
EE,239,a
EE,204,3
EE,197,a
EE,187,a
EE,167,3
EE,43,a
EE,47,a
EE,13,a
EE,57,a
EE,20,a
EE,8,a
ES,2563,102
ES,3779,65
ES,3368,111
ES,10566,285
ES,2128,23
ES,3335,45
ES,6500,69
ES,2047,48
ES,10015,240
ES,5567,188
ES,3932,152
ES,2349,42
ES,3297,41
ES,3155,13
ES,1863,56
ES,8533,533
ES,12279,460
ES,3000,110
ES,1860,59
ES,6533,271
ES,4746,197
ES,2664,149
ES,4529,126
ES,4524,127
ES,2405,53
ES,2846,19
ES,5070,169
ES,9884,255
ES,1445,36
ES,2263,73
ES,5489,270
ES,4076,110
ES,4104,65
ES,3217,112
ES,4375,214
ES,3540,84
ES,3787,99
ES,6083,351
ES,4253,105
ES,13938,482
ES,5870,226
ES,9639,70
ES,5941,107
ES,726,29
ES,1652,34
ES,7980,306
ES,884,20
ES,2918,5
ES,2528,9
ES,1643,0
ES,4111,4
ES,4076,0
ES,1714,0
ES,638,a
ES,2752,6
ES,3727,34
ES,2423,23
ES,2630,150
ES,2783,21
ES,418,a
ES,2896,0
ES,154,0
ES,2825,a
ES,9157,4
ES,795,6
ES,1061,24
ES,8182,108
ES,2212,20
ES,1226,9
ES,499,5
ES,1770,24
ES,401,0
ES,1354,12
ES,784,13
ES,4009,a
ES,6446,14
ES,3897,21
ES,166,a
ES,364,a
ES,360,1
ES,398,a
ES,9,a
FI,5537,519
FI,3265,186
FI,1042,70
FI,2587,153
FI,2293,114
FI,2820,157
FI,536,13
FI,1039,28
FI,1038,55
FI,1312,81
FI,987,28
FI,327,s
FI,3105,264
FI,2844,171
FI,422,18
FI,1122,a
FI,60,a
FI,1943,a
FI,3063,a
FI,719,a
FI,1794,a
FI,1189,a
FI,680,a
FI,877,a
FI,1327,a
FI,921,a
FI,355,a
FI,1360,a
FI,988,a
FI,1788,a
FI,457,a
FI,505,a
FI,1204,a
FI,324,a
FI,668,a
FI,692,a
FI,502,a
FI,1788,a
FI,327,a
FI,1651,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,a,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,a,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,a,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,m
FR,m,m
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,a
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,m
FR,m,a
FR,m,m
GR,5810,6
GR,317,1
GR,569,7
GR,1270,29
GR,410,19
GR,170,1
GR,484,9
GR,2219,19
GR,2372,26
GR,1584,36
GR,2248,21
GR,499,21
GR,1838,112
GR,3439,137
GR,2084,100
GR,2244,86
GR,543,20
GR,8750,446
GR,7280,268
GR,3346,93
GR,2391,88
GR,1950,26
GR,383,a
GR,235,a
GR,801,a
GR,840,a
GR,1073,a
GR,483,a
GR,875,a
GR,1157,a
GR,1365,a
GR,1365,a
GR,1872,a
GR,2039,a
GR,403,a
GR,176,a
GR,123,a
GR,102,a
GR,71,a
GR,76,a
GR,46,a
GR,23,a
GR,31,a
GR,m,a
GR,m,a
GR,1436,a
GR,1729,a
HR,283,a
HR,510,4
HR,3447,12
HR,3457,57
HR,3849,38
HR,978,33
HR,12925,489
HR,214,a
HR,671,a
HR,248,a
HR,156,a
HR,50,a
HR,118,a
HR,196,a
HR,472,a
HR,259,a
HR,213,a
HR,888,a
HR,404,a
HR,368,a
HR,176,a
HR,89,a
HR,95,a
HR,117,a
HR,51,a
HR,651,a
HR,298,a
HR,105,a
HR,278,a
HR,32,a
HR,115,a
HR,60,a
HR,102,a
HR,514,a
HR,44,a
HR,153,a
HR,403,a
HR,20,a
HR,47,a
HU,2932,46
HU,5747,109
HU,5714,153
HU,6412,215
HU,712,3
HU,301,12
HU,149,4
HU,2144,1
HU,266,9
HU,731,6
HU,1345,25
HU,3534,104
HU,1713,131
HU,2528,25
HU,4470,179
HU,3054,75
HU,83,8
HU,49,2
HU,165,3
HU,1632,5
HU,221,12
HU,1666,32
HU,2724,a
HU,1890,14
HU,424,a
HU,142,a
HU,1734,m
HU,155,a
HU,970,a
HU,43,a
HU,359,a
HU,45,a
HU,841,a
HU,176,a
HU,402,a
HU,177,a
HU,935,a
HU,21,a
HU,51,a
HU,61,a
HU,31,a
HU,21,a
HU,41,a
HU,55,a
HU,57,a
HU,61,a
HU,306,a
HU,2247,m
HU,254,a
HU,1002,a
HU,336,m
HU,479,4
IE,9290,303
IE,6848,199
IE,5364,195
IE,5319,341
IE,3797,63
IE,3897,103
IE,4359,113
IE,1879,7
IE,3264,17
IE,4702,19
IE,651,a
IE,1407,5
IE,1874,8
IE,1020,2
IE,2710,1
IE,1483,5
IE,1284,0
IE,809,0
IE,1137,0
IE,1709,3
IE,2335,19
IE,1892,13
IE,402,0
IE,1198,30
IE,444,a
IS,35,0
IS,151,a
IS,45,a
IS,143,a
IS,827,3
IS,366,a
IS,2920,61
IT,3243,132
IT,257,a
IT,4750,150
IT,1956,29
IT,8028,125
IT,863,23
IT,4105,a
IT,3310,63
IT,19484,482
IT,620,31
IT,202,a
IT,2809,83
IT,4398,177
IT,1285,51
IT,1095,38
IT,1126,7
IT,1416,52
IT,808,9
IT,6944,139
IT,1747,36
IT,5315,76
IT,1156,5
IT,3314,134
IT,9591,326
IT,108,a
IT,1667,27
IT,6425,295
IT,3776,86
IT,3254,118
IT,a,22
IT,2074,70
IT,4114,169
IT,1634,11
IT,12007,325
IT,12507,227
IT,4963,37
IT,12420,393
IT,638,48
IT,7262,193
IT,332,0
IT,5017,131
IT,2152,6
IT,5118,100
IT,14360,442
IT,1973,24
IT,2374,0
IT,4148,a
IT,2051,a
IT,14307,389
IT,7868,202
IT,5168,146
IT,68,14
IT,5228,162
IT,4485,174
IT,258,0
IT,a,21
IT,57,107
IT,8497,226
IT,961,45
IT,1038,38
IT,219,0
IT,6984,183
IT,686,0
IT,3394,34
IT,1869,10
IT,559,26
IT,22228,947
IT,510,15
IT,7400,415
IT,245,7
IT,1782,7
IT,1857,a
IT,3273,0
IT,611,a
IT,62,a
IT,5501,184
IT,2262,119
IT,3254,95
IT,369,8
IT,1128,35
IT,6818,225
IT,13900,350
IT,557,a
IT,3578,199
IT,a,64
IT,3105,123
IT,3100,114
IT,2923,58
IT,1760,57
IT,5614,128
IT,1496,36
IT,2101,33
IT,5565,132
IT,1338,44
IT,132,a
IT,441,a
IT,151,a
IT,392,a
IT,19,a
IT,320,a
IT,198,a
IT,113,a
IT,101,a
IT,145,a
IT,256,a
IT,1101,a
IT,566,a
IT,271,a
IT,95,a
IT,487,a
IT,42,a
IT,467,a
IT,135,a
IT,347,a
IT,204,a
IT,246,a
IT,192,a
IT,81,a
IT,1016,a
IT,17,a
IT,56,a
IT,124,a
IT,100,a
IT,74,a
IT,90,a
IT,34,a
IT,35,a
IT,131,a
IT,107,a
IT,81,a
IT,109,a
IT,49,a
IT,36,a
IT,49,a
IT,32,a
IT,32,a
IT,38,a
IT,50,a
IT,62,a
IT,45,a
IT,58,a
IT,64,a
IT,88,a
IT,18,a
IT,142,a
IT,36,a
IT,39,a
IT,75,a
IT,67,a
IT,85,a
IT,32,a
IT,33,a
IT,76,a
IT,190,a
IT,52,a
IT,136,a
IT,30,a
IT,60,a
IT,114,a
IT,116,a
IT,58,a
IT,60,a
IT,109,a
IT,45,a
IT,23,a
IT,43,a
IT,221,a
IT,46,a
IT,215,a
IT,26,a
IT,73,a
IT,25,a
IT,52,a
IT,72,a
IT,44,a
IT,46,a
IT,40,a
IT,511,a
IT,57,a
IT,24,a
IT,19,a
IT,22,a
IT,112,a
IT,s,a
IT,5,a
IT,28,a
IT,23,a
IT,68,a
IT,26,a
IT,8,a
IT,4,a
IT,17,a
IT,22,a
IT,24,a
IT,25,a
IT,42,a
IT,71,a
IT,77,a
IT,95,a
IT,788,a
IT,22,a
IT,22,a
IT,6,a
IT,32,0
IT,a,0
IT,0,a
LI,147,5
LI,a,11
LT,4136,106
LT,2029,33
LT,673,2
LT,406,0
LT,173,10
LT,c,c
LT,c,c
LT,2285,52
LT,c,c
LT,674,7
LT,429,6
LT,999,8
LT,773,4
LT,110,0
LT,345,2
LT,85,0
LT,1391,a
LT,755,a
LT,1545,a
LT,296,a
LT,193,a
LT,839,a
LT,276,a
LT,154,a
LT,314,a
LT,696,a
LT,c,a
LT,464,a
LT,c,a
LT,76,a
LT,c,a
LT,72,a
LT,432,a
LT,143,0
LT,c,a
LT,m,a
LT,c,a
LT,76,a
LT,1268,30
LT,9,a
LT,92,a
LU,1376,135
LU,m,a
LU,m,m
LV,2788,45
LV,2146,39
LV,1473,19
LV,769,18
LV,427,10
LV,281,4
LV,121,1
LV,176,2
LV,124,0
LV,214,1
LV,117,a
LV,329,4
LV,134,a
LV,159,1
LV,176,0
LV,375,2
LV,509,0
LV,566,3
LV,16,a
LV,556,1
LV,63,a
LV,161,0
LV,c,c
LV,285,1
LV,86,0
LV,68,a
LV,175,a
LV,87,a
LV,96,a
LV,32,a
LV,72,a
LV,68,a
LV,290,a
LV,273,a
LV,116,a
LV,111,a
LV,96,a
LV,125,a
LV,201,a
LV,62,a
LV,7,a
LV,41,a
MK,1106,2
MK,4241,134
MK,1168,17
MK,1099,4
MK,53,a
MK,m,m
MK,321,m
MK,712,18
MK,217,a
MK,213,a
MK,49,a
MK,467,m
MK,86,m
MK,323,a
MK,m,a
MK,4,m
MK,107,a
MT,3136,53
MT,554,a
MT,55,a
MT,m,a
NL,10129,543
NL,7484,410
NL,5832,354
NL,2566,212
NL,2422,199
NL,8259,502
NL,8027,423
NL,5627,333
NL,5490,435
NL,8476,336
NL,4311,118
NL,9456,567
NL,3190,285
NL,m,14
NL,105,13
NL,m,5
NL,49,7
NL,23,4
NL,20,2
NL,237,a
NL,656,a
NL,569,a
NL,5237,a
NL,236,a
NL,808,a
NL,m,a
NL,3701,a
NL,188,a
NL,7659,a
NL,348,a
NL,211,a
NL,3750,a
NL,4817,a
NL,603,a
NL,428,a
NL,163,a
NL,4186,a
NL,188,a
NL,728,a
NL,1635,a
NL,5575,a
NL,7209,a
NL,5795,a
NL,422,a
NL,5777,a
NL,773,a
NL,879,a
NL,2692,a
NL,80,a
NL,143,a
NL,1431,a
NL,m,a
NL,367,a
NL,4174,a
NL,576,a
NL,142,a
NL,315,a
NL,m,a
NO,5263,493
NO,2912,222
NO,3216,118
NO,8192,362
NO,1246,92
NO,2683,48
NO,3204,26
NO,110,10
NO,4819,14
NO,1437,12
NO,344,12
NO,274,6
NO,161,6
NO,4269,15
NO,895,5
NO,1607,0
NO,2097,a
NO,171,0
NO,511,a
NO,208,a
NO,1050,a
NO,1250,a
NO,352,a
NO,701,a
NO,52,a
NO,317,a
NO,7608,15
NO,4620,23
NO,1061,5
NO,5564,0
NO,5420,9
NO,m,m
PL,2954,19
PL,8896,178
PL,350,a
PL,1317,9
PL,1295,30
PL,598,1
PL,1205,69
PL,1441,53
PL,981,42
PL,1102,1
PL,668,0
PL,168,2
PL,199,8
PL,261,9
PL,211,4
PL,305,14
PL,261,6
PL,231,12
PL,2113,64
PL,1914,5
PL,1842,8
PL,190,a
PL,821,3
PL,222,9
PL,248,0
PL,264,3
PL,142,7
PL,413,2
PL,361,17
PL,300,10
PL,53,a
PL,1430,4
PL,676,2
PL,1231,14
PL,1039,12
PL,1103,15
PL,1329,3
PL,1140,16
PL,419,a
PL,73,8
PL,319,a
PL,843,10
PL,297,a
PL,434,a
PL,409,a
PL,416,a
PL,246,a
PL,709,a
PL,m,a
PL,2934,228
PL,222,a
PL,1729,0
PL,545,a
PL,577,a
PL,310,a
PL,124,a
PL,234,a
PL,153,a
PL,350,a
PL,427,a
PL,159,8
PL,579,a
PL,102,a
PL,239,a
PL,364,a
PL,433,a
PL,318,a
PL,987,a
PL,809,a
PL,998,a
PL,219,a
PL,483,a
PL,716,a
PL,400,a
PL,440,a
PL,319,a
PL,157,a
PL,164,a
PL,506,a
PL,657,a
PL,513,a
PL,1004,a
PL,585,a
PL,335,a
PL,639,a
PL,356,a
PL,281,a
PL,469,a
PL,1139,a
PL,102,a
PL,197,a
PL,237,a
PL,505,69
PL,110,17
PL,98,16
PL,693,a
PL,93,a
PL,2646,10
PL,2585,23
PL,5587,61
PL,1521,4
PL,4433,26
PL,2450,35
PL,3402,94
PL,1432,18
PL,5333,28
PL,1625,3
PL,4778,22
PL,6407,102
PL,2266,6
PL,6964,75
PL,7960,80
PL,517,3
PL,900,30
PL,183,a
PL,157,a
PL,4267,a
PL,358,a
PL,5628,89
PL,3393,81
PL,520,a
PL,858,a
PL,2180,15
PL,m,a
PL,2172,42
PL,301,a
PL,742,a
PL,5693,49
PL,3358,118
PL,3581,71
PL,6665,106
PL,3391,24
PL,7647,174
PL,8281,438
PL,3016,66
PL,2346,14
PL,7888,134
PL,5403,61
PL,1653,39
PL,1069,19
PL,1708,45
PL,5636,124
PL,307,1
PL,2440,72
PL,3945,88
PL,2557,19
PL,2736,49
PL,2369,34
PL,3249,39
PL,5144,18
PL,3163,28
PL,5871,81
PL,1765,27
PL,3251,45
PL,6084,70
PL,10046,458
PL,6155,237
PL,2619,23
PL,349,a
PL,2112,102
PL,308,a
PL,1676,20
PL,429,a
PL,305,a
PL,761,a
PL,214,a
PL,1772,a
PL,3746,a
PL,1910,a
PL,3577,a
PL,302,a
PL,179,a
PL,937,a
PL,163,a
PL,540,a
PL,1411,a
PL,340,0
PL,414,a
PL,1006,a
PL,1554,a
PL,746,a
PL,582,a
PL,241,a
PL,300,a
PL,591,a
PL,295,19
PL,241,a
PL,1001,a
PL,1,a
PL,636,a
PL,246,a
PL,887,a
PL,611,a
PL,190,a
PL,815,a
PL,125,0
PL,m,a
PL,383,a
PL,619,a
PL,295,a
PL,466,a
PL,1345,a
PL,240,a
PL,77,a
PL,198,a
PL,93,a
PL,87,a
PL,207,a
PL,680,a
PL,1591,a
PL,279,a
PL,144,a
PL,398,a
PL,503,a
PL,471,a
PL,400,a
PL,404,a
PL,1101,a
PL,1636,a
PL,243,a
PL,464,a
PL,268,a
PL,121,a
PL,144,a
PL,328,a
PL,460,a
PL,581,a
PL,116,a
PL,726,a
PL,304,a
PL,848,a
PL,186,a
PL,758,a
PL,82,a
PL,352,a
PL,363,a
PL,209,a
PL,m,a
PL,m,a
PL,156,a
PL,506,70
PL,521,a
PL,356,a
PL,63,a
PL,m,a
PL,m,a
PL,m,a
PL,m,a
PT,527,26
PT,1393,26
PT,2986,158
PT,1681,53
PT,4685,259
PT,1289,57
PT,3942,248
PT,565,7
PT,3865,230
PT,6877,416
PT,1432,40
PT,1927,103
PT,435,43
PT,518,a
PT,1432,a
PT,821,a
PT,866,a
PT,1947,a
PT,556,a
PT,2450,a
PT,2520,a
PT,450,a
PT,3604,a
PT,764,a
PT,1177,a
PT,363,a
PT,1008,a
PT,1098,a
PT,142,a
PT,377,a
PT,417,a
PT,277,a
PT,399,a
PT,66,a
PT,2630,52
PT,96,a
PT,38,a
PT,893,0
PT,412,0
PT,240,a
PT,52,a
PT,58,a
PT,124,a
PT,1047,1
PT,67,a
PT,413,6
PT,78,a
PT,58,a
PT,248,a
PT,530,6
PT,427,5
PT,368,1
PT,1079,20
PT,321,0
PT,340,0
PT,259,a
PT,87,a
PT,140,a
PT,36,a
PT,45,a
PT,62,a
PT,53,a
PT,33,a
PT,96,a
PT,103,a
PT,67,a
PT,47,a
PT,23,a
PT,44,a
PT,72,a
PT,211,a
PT,68,a
PT,256,a
PT,14,a
PT,197,a
PT,69,a
PT,37,a
PT,152,a
PT,100,a
PT,197,a
PT,88,a
PT,163,a
PT,60,a
PT,10554,503
PT,126,a
PT,162,a
PT,462,6
PT,186,a
PT,68,a
PT,146,a
RS,13092,512
RS,6812,177
RS,3210,76
RS,2220,89
RS,617,49
RS,260,0
RS,42,0
RS,629,6
RS,1315,2
RS,143,0
RS,1127,20
RS,1666,1
RS,747,13
RS,368,2
RS,225,a
RS,319,a
RS,90,a
RS,107,a
RS,468,a
RS,255,a
RS,260,a
RS,371,a
RS,106,a
RS,403,a
RS,103,a
RS,900,a
RS,175,a
RS,1053,a
RS,206,a
RS,230,a
RS,101,a
RS,82,a
RS,85,a
RS,139,a
RS,285,a
RS,92,a
RS,52,a
RS,155,a
RS,263,a
RS,615,4
RS,495,a
RS,201,1
RS,66,a
RS,34,a
RS,143,a
RS,148,a
SE,6345,427
SE,7707,440
SE,6446,270
SE,7375,274
SE,4866,178
SE,4956,193
SE,2752,355
SE,3675,244
SE,2686,301
SE,1891,100
SE,601,17
SE,1030,80
SE,2056,40
SE,2408,58
SE,1416,25
SE,696,11
SE,1956,37
SE,2976,33
SE,1811,38
SE,201,0
SE,1542,9
SE,1161,0
SE,1250,5
SE,1163,12
SE,1155,a
SE,747,6
SE,876,6
SE,1199,11
SE,177,a
SE,191,a
SE,28,a
SE,231,a
SE,295,0
SE,227,a
SE,298,a
SE,3096,40
SE,159,1
SK,6194,414
SK,1661,107
SK,2818,64
SK,1771,37
SK,1389,61
SK,446,10
SK,522,0
SK,759,46
SK,730,32
SK,3657,46
SK,367,24
SK,2573,61
SK,2760,82
SK,1351,47
SK,3568,174
SK,2668,125
SK,522,a
SK,2349,92
SK,817,5
SK,2742,57
SK,971,a
SK,125,4
SK,86,4
SK,205,a
SK,2478,55
SK,954,30
SK,326,21
SK,187,21
SK,162,12
SK,116,5
SK,411,24
SK,526,a
TR,4403,32
TR,89,0
TR,266,0
TR,3415,9
TR,10008,43
TR,7572,22
TR,1876,0
TR,3627,4
TR,10603,103
TR,3500,8
TR,3172,1
TR,145881,167
TR,9382,413
TR,1711,3
TR,827,2
TR,46245,289
TR,6798,28
TR,2834,8
TR,2472,4
TR,1595,0
TR,2975,2
TR,2852,4
TR,1901,2
TR,2423,81
TR,2636,2
TR,187,1
TR,5544,22
TR,10046,38
TR,8214,46
TR,7874,57
TR,2101,6
TR,8774,156
TR,5318,54
TR,10604,148
TR,9338,35
TR,4002,32
TR,9301,257
TR,9184,143
TR,3735,6
TR,494,3
TR,5064,77
TR,7091,92
TR,1054,28
TR,10189,459
TR,8037,84
TR,5773,41
TR,624,36
TR,4899,6
TR,3488,0
TR,7802,419
TR,499,0
TR,3957,15
TR,2673,12
TR,1129,0
TR,631,7
TR,7145,128
TR,29202,541
TR,4530,196
TR,1293,18
TR,577,30
TR,3292,13
TR,5546,59
TR,8830,55
TR,3020,1
TR,8260,137
TR,5021,33
TR,6111,37
TR,4376,1
TR,1871,1
TR,12526,69
TR,1617,5
TR,11446,260
TR,5608,10
TR,5953,56
TR,1016,38
TR,6766,40
TR,4115,20
TR,1705,0
TR,4535,21
TR,5412,51
TR,3057,22
TR,4509,20
TR,9494,104
TR,3321,7
TR,3703,240
TR,2289,4
TR,8759,48
TR,2719,18
TR,12625,114
TR,16930,190
TR,2310,0
TR,1604,4
TR,13253,158
TR,505,0
TR,7062,41
TR,1355,1
TR,41,0
TR,10529,108
TR,5179,12
TR,2655,16
TR,2332,41
TR,5074,152
TR,5261,57
TR,1040,1
TR,2,0
TR,1013,16
TR,1665,0
TR,4806,26
TR,2820,16
TR,6510,14
TR,730,6
TR,982,2
TR,1302,7
TR,1258,2
TR,1324,7
TR,1086,1
TR,1868,15
TR,1803,15
TR,1587,8
TR,2148,64
TR,196,0
TR,4363,16
TR,6765,30
TR,6426,16
TR,921,0
TR,5885,7
TR,1298,11
TR,2791,6
TR,5621,18
TR,927,7
TR,803,0
TR,1224,19
TR,1844,3
TR,1021,10
TR,1341,58
TR,963,0
TR,2525,29
TR,5143,0
TR,622,0
TR,4863,24
TR,1147,8
TR,441,2
TR,1017,35
TR,278,0
TR,990,12
TR,849,0
TR,717,12
TR,1060,0
TR,333,0
TR,4255,0
TR,1933,11
TR,3217,93
TR,2868,0
TR,1176,a
TR,500,0
TR,219,a
TR,1843,0
TR,1396,0
TR,1745,0
TR,m,m
TR,149,0
TR,870,a
TR,607,a
TR,22,0
TR,2308,0
TR,182,0
TR,7,0
TR,28,0
TR,2725,0
TR,614,0
TR,1750,5
TR,436,0
TR,599,0
TR,284,0
TR,568,6
TR,0,0
TR,m,m
TR,0,0
TR,0,0
TR,0,0
TR,0,0
TR,0,0
TR,11,2
TR,0,0
TR,m,m
TR,m,m
UK,6635,95
UK,3590,90
UK,3020,25
UK,4810,245
UK,4240,65
UK,3520,130
UK,7795,45
UK,12315,870
UK,2030,a
UK,990,5
UK,2010,20
UK,1315,0
